slice_id,kind,capability,current_path,target_path,status,delete_in_pr,verification,notes
slice-000,control_plane,mission_and_scope,docs/plans/rust-swift-boundary-legibility/CHARTER.md,docs/plans/rust-swift-boundary-legibility/CHARTER.md,done,no,bash docs/plans/rust-swift-boundary-legibility/guard.sh --status,Package chooses Option 2 and records invariants.
slice-000,control_plane,architecture_decisions,docs/plans/rust-swift-boundary-legibility/DECISIONS.md,docs/plans/rust-swift-boundary-legibility/DECISIONS.md,done,no,bash docs/plans/rust-swift-boundary-legibility/guard.sh --status,Append-only decision log for the migration.
slice-000,control_plane,slice_ledger,docs/plans/rust-swift-boundary-legibility/SLICES.yaml,docs/plans/rust-swift-boundary-legibility/SLICES.yaml,done,no,bash docs/plans/rust-swift-boundary-legibility/guard.sh --status,Owns slice sequencing and cleanup targets.
slice-000,control_plane,file_map,docs/plans/rust-swift-boundary-legibility/MAP.csv,docs/plans/rust-swift-boundary-legibility/MAP.csv,done,no,bash docs/plans/rust-swift-boundary-legibility/guard.sh --status,Tracks migration-owned files and intended outcomes.
slice-000,control_plane,ratchet_budgets,docs/plans/rust-swift-boundary-legibility/RATCHETS.yaml,docs/plans/rust-swift-boundary-legibility/RATCHETS.yaml,done,no,bash docs/plans/rust-swift-boundary-legibility/guard.sh --status,Freezes the current shadow-boundary budget.
slice-000,control_plane,ship_gate,docs/plans/rust-swift-boundary-legibility/SHIP_CHECKLIST.md,docs/plans/rust-swift-boundary-legibility/SHIP_CHECKLIST.md,done,no,bash docs/plans/rust-swift-boundary-legibility/guard.sh --status,Defines ready-to-ship evidence before implementation starts.
slice-000,control_plane,translation_reference,docs/plans/rust-swift-boundary-legibility/TRANSLATION_GUIDE.md,docs/plans/rust-swift-boundary-legibility/TRANSLATION_GUIDE.md,done,no,bash docs/plans/rust-swift-boundary-legibility/guard.sh --status,Maps old surfaces to the Option 2 target shape.
slice-000,control_plane,handoff_context,docs/plans/rust-swift-boundary-legibility/HANDOFF.md,docs/plans/rust-swift-boundary-legibility/HANDOFF.md,done,no,bash docs/plans/rust-swift-boundary-legibility/guard.sh --status,Preserves next-session startup context.
slice-000,tooling,guard_script,docs/plans/rust-swift-boundary-legibility/guard.sh,docs/plans/rust-swift-boundary-legibility/guard.sh,done,no,bash docs/plans/rust-swift-boundary-legibility/guard.sh --status,Executes ratchets and control-plane checks.
slice-001,swift_policy,canonical_policy_owner,apps/swift/Sources/Capacitor/Models/ActivationPolicy.swift,apps/swift/Sources/Capacitor/Models/ActivationPolicy.swift,done,no,swift test --package-path apps/swift --filter ActivationPolicyTests,The validation spike landed as a pure policy seam that returns activation intent without performing side effects.
slice-001,tests,policy_behavior_regressions,apps/swift/Tests/CapacitorTests/ActivationPolicyTests.swift,apps/swift/Tests/CapacitorTests/ActivationPolicyTests.swift,done,no,swift test --package-path apps/swift --filter ActivationPolicyTests,Covers routed terminal precedence, route-miss fallback behavior, and explicit fallback policy.
slice-001,swift_runtime,appstate_policy_wiring,apps/swift/Sources/Capacitor/Models/AppState.swift,apps/swift/Sources/Capacitor/Models/AppState.swift,done,no,swift test --package-path apps/swift --filter AppStateSessionObservationTests,AppState now routes resolver closures through ActivationPolicy while leaving execution ownership in TerminalLauncher.
slice-002,swift_runtime,appstate_policy_convergence,apps/swift/Sources/Capacitor/Models/AppState.swift,apps/swift/Sources/Capacitor/Models/AppState.swift,done,no,swift test --package-path apps/swift --filter 'AppStateSessionObservationTests|AppStateTerminalActivationTests',AppState now hands TerminalLauncher one ActivationPolicyIntent resolver instead of four separate policy callbacks.
slice-002,activation,launcher_policy_boundary,apps/swift/Sources/Capacitor/Models/TerminalLauncher.swift,apps/swift/Sources/Capacitor/Models/TerminalLauncher.swift,done,no,swift test --package-path apps/swift --filter TerminalLauncherTests,Existing dirty edits were preserved while the four distributed resolver slots were collapsed into a single ActivationPolicyIntent seam.
slice-002,activation,fallback_taxonomy,apps/swift/Sources/Capacitor/Models/SupportedTerminalApp.swift,apps/swift/Sources/Capacitor/Models/SupportedTerminalApp.swift,done,no,swift test --package-path apps/swift --filter SupportedTerminalAppTests,No source change was needed; SupportedTerminalApp remains the explicit fallback taxonomy while ActivationPolicy now owns when that ladder is invoked.
slice-002,tests,launcher_regressions,apps/swift/Tests/CapacitorTests/TerminalLauncherTests.swift,apps/swift/Tests/CapacitorTests/TerminalLauncherTests.swift,done,no,swift test --package-path apps/swift --filter TerminalLauncherTests,Updated the routing-session regression to target activationIntentResolver and kept the full launcher suite green.
slice-002,tests,fallback_regressions,apps/swift/Tests/CapacitorTests/SupportedTerminalAppTests.swift,apps/swift/Tests/CapacitorTests/SupportedTerminalAppTests.swift,done,no,swift test --package-path apps/swift --filter SupportedTerminalAppTests,Fallback taxonomy remains covered after launcher-local fallback calls were removed.
slice-003,swift_runtime,local_boundary_naming,apps/swift/Sources/Capacitor/Models/RuntimeClient.swift,apps/swift/Sources/Capacitor/Models/RuntimeClient.swift,done,no,swift test --package-path apps/swift --filter RuntimeClientTests,Renamed fake runtime-owned APIs to explicitly local routing diagnostics and local routing policy semantics.
slice-003,debug,debug_surface_cleanup,apps/swift/Sources/Capacitor/Views/Debug/DebugProjectListPanel.swift,apps/swift/Sources/Capacitor/Views/Debug/DebugProjectListPanel.swift,done,no,swift test --package-path apps/swift --filter RuntimeClientTests,Removed the temporary debug card embedding after the local diagnostics cleanup.
slice-003,debug,temporary_debug_card,(deleted),(delete),done,yes,swift test --package-path apps/swift --filter RuntimeClientTests,Temporary debug visualization was deleted in slice-003.
slice-003,tests,runtimeclient_regressions,apps/swift/Tests/CapacitorTests/RuntimeClientTests.swift,apps/swift/Tests/CapacitorTests/RuntimeClientTests.swift,done,no,swift test --package-path apps/swift --filter RuntimeClientTests,Tests now assert explicitly local routing diagnostics and local routing policy naming.
slice-004,rust_core,crate_ownership_header,core/capacitor-core/src/lib.rs,core/capacitor-core/src/lib.rs,done,no,cargo test -p capacitor-core,Crate docs now describe Rust as the owner of runtime facts and projections rather than a generic activation-policy owner.
slice-004,rust_core,shadow_activation_module,(deleted),(delete),done,yes,cargo test -p capacitor-core,The runtime_activation shadow module was deleted in slice-004.
slice-004,docs,architecture_baseline,docs/ARCHITECTURE.md,docs/ARCHITECTURE.md,done,no,bash docs/plans/rust-swift-boundary-legibility/SHIP_CHECKLIST.md,Architecture docs now name ActivationPolicy as the Swift activation-intent owner.
slice-004,docs,agent_change_history,AGENT_CHANGELOG.md,AGENT_CHANGELOG.md,done,no,bash docs/plans/rust-swift-boundary-legibility/SHIP_CHECKLIST.md,Recorded the boundary-legibility cleanup so later agents do not rediscover the shadow-owner confusion.
slice-005,docs,repo_summary,README.md,README.md,planned-migrate,no,bash docs/plans/rust-swift-boundary-legibility/SHIP_CHECKLIST.md,Only if README currently describes the old ownership story.
